family_id	domain	name	issuer	object_type	grammar_class	regex_exactness	status	canonical_form	examples	aliases_variations	candidate_regex_python	normalization	required_context	semantic_validation	uniqueness_key_scope	privacy_class	edge_cases	source_ids	repository_ids	confidence
fda.fei	identity_immigration_health	FDA Establishment Identifier (FEI)	FDA	regulated establishment	formal	contextual	current	Ten-digit establishment identifier	3001234567		\b\d{10}\b	Preserve leading zeros.	FEI/FDA establishment field.	Lookup FDA establishment data/authorized system.	FDA FEI namespace	public_or_restricted	Ten-digit shape collides with NPI/phone/other IDs; FEI is facility-linked and may not be publicly resolvable in every program.	fda_devices		medium
fda.hde_number	identity_immigration_health	Humanitarian Device Exemption (HDE) number	FDA	medical-device approval	formal	candidate	current	H + six digits	H990001		\bH\d{6}\b	Uppercase H.	HDE/device context.	Lookup FDA HDE/PMA data.	FDA HDE namespace	public	Generic H+digits collision; HDE and HUD designations are different objects.	fda_devices		high
fda.ide_number	identity_immigration_health	Investigational Device Exemption (IDE) number	FDA	investigational device application	formal	candidate	current	G + six digits (common IDE form)	G123456		\bG\d{6}\b	Uppercase G.	IDE/investigational device context.	Validate in FDA/device records where public.	FDA IDE namespace	mixed	Generic G+digits collision; some IDE information is confidential.	fda_devices		medium
fda.ind_number	identity_immigration_health	Investigational New Drug (IND) number	FDA	investigational drug application	formal	candidate	current	IND + five/six-digit number, often displayed six digits	IND 123456 | IND No. 012345		(?i)\bIND\s*(?:No\.?\s*)?(?P<number>\d{5,6})\b	Preserve source zero padding.	FDA/IND context.	Validate in FDA/sponsor records; many IND records are confidential.	FDA IND namespace	mixed	Not all INDs/public references are searchable; context and disclosure restrictions matter.	fda_applications		medium
fda.pma_number	identity_immigration_health	Premarket Approval (PMA) number	FDA	medical-device approval	formal	candidate	current	P + six digits; optional /S + three-digit supplement	P960000 | P170019/S005		\bP\d{6}(?:/S\d{3})?\b	Uppercase P/S; preserve slash and zero padding.		Lookup FDA PMA database; distinguish original and supplements.	PMA + supplement	public	Supplement number is scoped to base PMA; amendments/panel-track supplements may have related labels.	fda_devices		high
health.clia_number	identity_immigration_health	CLIA laboratory number	CMS / state agencies	laboratory	formal	broad	current	Ten-character alphanumeric; common form two digits + letter + seven digits	40D0869394 | 11D0668319		\b\d{2}[A-Z]\d{7}\b	Uppercase.	CLIA/laboratory context.	Lookup in CMS CLIA/QCOR data.	CLIA namespace	public	Official descriptions emphasize 10 alphanumeric characters; common D-position form should be treated as a strong candidate, not a timeless exhaustive grammar.	cms_clia		high
health.cms_certification_number	identity_immigration_health	CMS Certification Number (CCN/provider number)	CMS	certified provider/facility	controlled	broad	current	Six-character legacy/current provider identifier with provider-type/state semantics	010001 | 15C0001		\b[A-Z0-9]{6,7}\b	Uppercase; preserve leading zeros.	CCN/CMS certification/provider context.	Lookup provider-specific CMS datasets and provider type.	CMS program + CCN	public	Format varies by facility/provider type and special units; formerly called OSCAR provider number. Not interchangeable with NPI.	cms_clia		medium
health.hicn	identity_immigration_health	Health Insurance Claim Number (HICN)	SSA/CMS/Railroad Retirement Board	Medicare beneficiary	historical	none	legacy	Legacy beneficiary/claim number with multiple SSA/RRB formats	123456789A | 123456789B6			Preserve raw and classify subtype; never coerce into SSN.	HICN/Medicare historical context.	Use CMS historical format tables and privacy safeguards.	legacy issuer + HICN	highly_sensitive	Often SSN-derived with Beneficiary Identification Code, but RRB and other forms differ. Replaced by MBI and remains highly sensitive in historical data.	cms_mbi		high
health.mbi	identity_immigration_health	Medicare Beneficiary Identifier (MBI)	CMS	Medicare beneficiary	formal	candidate	current	11 characters with fixed numeric/alphabetic/alphanumeric positions; excludes B, I, L, O, S, Z	1EG4-TE5-MK73 | 1EG4TE5MK73		\b[1-9][AC-HJ-KM-NP-RT-Y][0-9AC-HJ-KM-NP-RT-Y]\d[AC-HJ-KM-NP-RT-Y][0-9AC-HJ-KM-NP-RT-Y]\d[AC-HJ-KM-NP-RT-Y]{2}\d{2}\b	Remove hyphens/spaces; uppercase.	Medicare/MBI context.	Apply positional alphabet restrictions; no public checksum/issuance validation.	CMS MBI namespace	highly_sensitive	Display commonly uses 4-3-4 grouping; letters excluded to avoid ambiguity. Highly sensitive beneficiary identifier.	cms_mbi		high
health.national_patient_id	identity_immigration_health	National patient identifier	United States health system	patient	nonexistent	none	not_implemented	No implemented federal universal patient ID				Do not synthesize one.		Use program/provider-specific identifiers subject to law and privacy policy.	none	highly_sensitive	Do not mislabel MRNs, MBIs, HICNs, SSNs or insurer member IDs as a national patient identifier.	cms_npi		high
health.ndc_hipaa_11	identity_immigration_health	NDC—HIPAA 11-digit billing format	CMS/HIPAA transformation of FDA NDC	drug billing code	formal	candidate	current	Five-digit labeler + four-digit product + two-digit package, created by padding native NDC segment	01234-5678-90 | 01234567890		\b(?:\d{5}-\d{4}-\d{2}|\d{11})\b	Store 5-4-2 segments and retain source native NDC mapping.	Drug claim/NDC field.	Validate reversible mapping to an FDA-listed native NDC; multiple native segmentations make padding provenance essential.	HIPAA NDC tuple	public	An 11-digit billing NDC is not necessarily the printed FDA 10-digit NDC; dropping the padding without segment metadata can map incorrectly.	fda_ndc		high
health.ndc_native_10	identity_immigration_health	National Drug Code—native 10-digit labeler format	FDA	drug package	formal	candidate	current_until_2033_transition	10 digits in 4-4-2, 5-3-2, or 5-4-1 segmentation	1234-5678-90 | 12345-678-90 | 12345-6789-0		\b(?:\d{4}-\d{4}-\d{2}|\d{5}-\d{3}-\d{2}|\d{5}-\d{4}-\d)\b	Preserve segment lengths; do not merely remove hyphens because segmentation is semantic.	NDC/drug context.	Lookup FDA NDC Directory; validate labeler/product/package segments and marketing status.	FDA NDC namespace + segment tuple	public	Unhyphenated 10 digits are ambiguous among the three segmentations. This format remains current through the FDA transition period.	fda_ndc		high
health.ndc_uniform_12	identity_immigration_health	NDC—future uniform 12-digit format	FDA	drug package	formal	candidate	future_effective_2033-03-07	Six-digit labeler + four-digit product + two-digit package	123456-7890-12 | 123456789012		\b(?:\d{6}-\d{4}-\d{2}|\d{12})\b	Store 6-4-2 segments.	NDC/FDA data with effective date.	Apply only with effective-date/version context and FDA directory lookup.	FDA NDC namespace + effective date	public	FDA's uniform 12-digit format becomes effective March 7, 2033; transition/labeling dates span multiple years. Do not accept it as a current NDC merely by shape before effective data says so.	fda_ndc		high
health.npi	identity_immigration_health	National Provider Identifier (NPI)	CMS	health-care provider	formal	contextual	current	Ten digits with ISO/IEC 7812 Luhn check using 80840 prefix	1234567893		\b\d{10}\b	Preserve leading zeros.	NPI/provider/NPPES context.	Apply NPI Luhn validation and lookup NPPES.	NPI namespace	public	Ten digits collide with many IDs; an NPI identifies a provider/entity, not licensure or specialty.	cms_npi		high
immigration.anumber	identity_immigration_health	Alien Registration Number / A‑Number	DHS / USCIS / ICE	noncitizen/person case identity	formal	broad	current	A prefix plus historically 7–9 digits; many current systems canonicalize to nine digits	A012345678 | 123456789 | A1234567		(?i)\bA[- ]?\d{7,9}\b|\b\d{9}\b	Remove A and separators for canonical numeric value; left-pad older 7/8-digit values to nine only when the target system specifies.	A-number/USCIS/ICE/immigration context.	Require immigration context; verify against source record.	DHS A-number namespace	highly_sensitive	ICE locator expects nine digits and leading zeros for older numbers; some USCIS interfaces/documentation expose inconsistent 9/10-digit guidance. Bare nine digits collide with SSN and other IDs.	ice_anumber | uscis_receipt		high
immigration.i94	identity_immigration_health	Form I‑94 admission number	U.S. Customs and Border Protection	arrival/departure record	formal	candidate	current	Historical 11 digits; modern 9 digits + letter + digit	12345678901 | 123456789A1		\b(?:\d{11}|\d{9}[A-Z]\d)\b	Uppercase letter; remove spaces.	I-94/admission/CBP context.	Require I-94/CBP context and authorized lookup.	CBP I-94 namespace	highly_sensitive	Modern alphanumeric transition coexists with older all-numeric records; bare numeric form collides broadly.	cbp_i94		high
immigration.nvc_case	identity_immigration_health	National Visa Center / immigrant visa case number	U.S. Department of State	visa case	delegated	broad	current	Post/center prefix + year/serial digits; common form three letters + ten digits	MNL2009123456 | KCC2023123456 | SCA2024001234		\b[A-Z]{3}\d{10}\b	Uppercase.	Visa/NVC/consular context.	Validate prefix/post and case in State Department workflow.	visa processing post/center + case number	sensitive	NVC, KCC, SIV and consular-post prefixes differ; transfer can produce cross-references; the broad shape is not universal for every visa workflow.	nvc		high
immigration.sevis_id	identity_immigration_health	SEVIS ID	U.S. Immigration and Customs Enforcement	student/exchange visitor record	formal	broad	current	N + ten digits (common SEVIS form)	N0012345678		\bN\d{10}\b	Uppercase N.	SEVIS/I-20/DS-2019 context.	Require SEVIS/I-20/DS-2019 context and authorized verification.	SEVIS namespace	highly_sensitive	No checksum; generic N+digits can collide. Treat format as an operational candidate rather than proof.	sevis		medium
immigration.uscis_receipt	identity_immigration_health	USCIS receipt number	U.S. Citizenship and Immigration Services	benefit request/case	formal	candidate	current	Three-letter service-center/system prefix + ten digits	EAC2190012345 | IOE0912345678 | WAC-21-900-12345		(?i)\b(?P<prefix>[A-Z]{3})[- ]?(?P<digits>\d{10})\b	Remove hyphens/spaces; uppercase.	USCIS receipt/case context.	Validate prefix against effective USCIS code list and check case-status service.	USCIS receipt namespace	sensitive	Common prefixes include EAC, WAC, LIN, SRC, MSC, NBC and IOE; printed notices may add asterisks/spaces; prefix meanings and electronic workflows evolve.	uscis_receipt		high
justice.bop_register_number	identity_immigration_health	BOP register number	Federal Bureau of Prisons	inmate/person	formal	candidate	current	Five digits + hyphen + three digits	12345-678		\b\d{5}-\d{3}\b	Preserve hyphen.	BOP/inmate/register context.	Lookup BOP inmate locator and confirm identity.	BOP register namespace	sensitive	Publicly searchable but still person-linked; may be called inmate/register number. Historical federal prisoners can have other systems/records.	bop		high
justice.clemency_case_number	identity_immigration_health	Office of the Pardon Attorney clemency case number	U.S. Department of Justice	clemency petition	formal	broad	current	P or C + six digits (observed public case lists)	P123456 | C123456		\b[PC]\d{6}\b	Uppercase.	Clemency/pardon/commutation context.	Verify against DOJ clemency data.	DOJ clemency namespace	sensitive	Letter semantics and historical formats can vary; person-linked and context-sensitive.	bop		medium
security.dhs_redress_number	identity_immigration_health	DHS TRIP redress control number	Department of Homeland Security	traveler redress case	opaque	none	current	Opaque DHS-issued value	Redress Control Number			Preserve raw; redact in logs.	Explicit redress number field.	Validate only through DHS TRIP/travel workflow.	DHS TRIP namespace	sensitive	Public sources do not define a reliable universal regex; do not conflate with a Known Traveler Number.	dhs_trip		high
security.known_traveler_number	identity_immigration_health	Known Traveler Number / PASS ID	DHS trusted-traveler programs	traveler credential	opaque	none	current	Program-issued value; format varies by source/program era	Known Traveler Number | PASSID			Preserve raw and issuing program.	Explicit KTN/PASSID field.	Validate in trusted-traveler workflow.	issuing program + value	sensitive	KTN/PASS ID/DoD ID inputs are operationally accepted in different contexts; no single safe public regex should be used for all.	tsa_ktn		high
tax.atin	identity_immigration_health	Adoption Taxpayer Identification Number (ATIN)	Internal Revenue Service	temporary individual taxpayer	formal	candidate	current	Nine digits beginning 9 with middle pair 93	912-93-1234		\b9\d{2}[- ]?93[- ]?\d{4}\b	Remove separators.	ATIN/adoption tax context.	Require ATIN/adoption tax context.	IRS ATIN namespace	highly_sensitive	Same broad nine-digit family as SSN/ITIN; temporary and privacy-sensitive.	irs_tin		high
tax.ein	identity_immigration_health	Employer Identification Number (EIN)	Internal Revenue Service	business/tax entity	formal	candidate	current	Two digits + seven digits, normally hyphenated 2-7	12-3456789 | 123456789		\b(?P<prefix>\d{2})-?(?P<serial>\d{7})\b	Normalize to NN-NNNNNNN.	EIN/FEIN/employer/tax entity context.	Validate prefix against IRS assignment table and corroborate entity/context.	IRS EIN namespace	sensitive	Unhyphenated form collides with SSN/ITIN/DUNS; not all two-digit prefixes are currently valid.	irs_tin		high
tax.ip_pin	identity_immigration_health	Identity Protection PIN (IP PIN)	Internal Revenue Service	authentication secret	secret	contextual	current	Six digits	123456		\b\d{6}\b	Preserve leading zeros; do not log.	Only explicit IP PIN fields; redact immediately.	Never validate by regex; treat as secret and redact.	person + tax year	secret	Changes annually and is not a durable person identifier. Six-digit collision is universal.	irs_tin		high
tax.itin	identity_immigration_health	Individual Taxpayer Identification Number (ITIN)	Internal Revenue Service	individual taxpayer	formal	candidate	current	Nine digits starting 9; middle pair in IRS-assigned ITIN ranges	912-70-1234 | 900-50-0001		\b9\d{2}[- ]?(?:5\d|6[0-5]|7\d|8[0-8]|9[0-2]|9[4-9])[- ]?\d{4}\b	Remove separators.	ITIN/TIN/tax context.	Validate middle range and IRS context; issuance/status cannot be confirmed by checksum.	IRS ITIN namespace	highly_sensitive	ITIN resembles an SSN but is a distinct namespace; expired ITINs remain historical identifiers.	irs_itin		high
tax.ptin	identity_immigration_health	Preparer Tax Identification Number (PTIN)	Internal Revenue Service	tax return preparer	formal	candidate	current_with_legacy	P + eight digits	P01234567		\bP\d{8}\b	Uppercase P.	PTIN/tax preparer context.	Lookup/verify through IRS PTIN system where authorized.	IRS PTIN namespace	sensitive	Legacy PTIN formats used an S prefix before modern reissuance; PTIN is personal credential data.	irs_ptin		high
tax.ssn	identity_immigration_health	Social Security Number (SSN)	Social Security Administration	person/taxpayer	formal	candidate	current	Nine digits, commonly 3-2-4 display grouping	123-45-6789 | 123 45 6789 | 123456789		\b(?P<a>\d{3})[- .]?(?P<g>\d{2})[- .]?(?P<s>\d{4})\b	Remove spaces/hyphens/dots; never expose normalized value unnecessarily.	SSN/TIN/tax/person context; suppress in public outputs.	Reject area 000, 666, and 900–999; group 00; serial 0000; apply privacy controls and source verification.	SSA SSN namespace	highly_sensitive	Randomization ended geographic meaning. Masked forms such as XXX-XX-6789 are references, not full SSNs. Many PII libraries use permissive candidate regexes and miss some invalid ranges.	ssa_ssn	presidio	high
tax.ssn_last4	identity_immigration_health	Masked SSN / last four digits	Document issuer / person	partial identifier	partial	contextual	current	Mask + four trailing digits	XXX-XX-6789 | ***-**-6789 | SSN ending 6789		(?i)\b(?:X{3}|\*{3})[- ]?(?:X{2}|\*{2})[- ]?(?P<last4>\d{4})\b|\bSSN\s+(?:ending\s+)?(?:in\s+)?(?P<last4b>\d{4})\b	Store only as partial value with mask metadata.	Explicit SSN context.	Never equate last-four values across people without corroboration.	issuer/context + last4	sensitive	Not a globally unique identifier; common collision and re-identification risk.	ssa_ssn		high
tax.tin_generic	identity_immigration_health	Taxpayer Identification Number (generic class)	Internal Revenue Service / SSA	taxpayer	umbrella	none	current	A type umbrella, not one grammar	SSN | EIN | ITIN | ATIN | PTIN			Classify subtype before normalization.	TIN field/label.	Apply subtype-specific validation and privacy policy.	subtype-specific	highly_sensitive	TIN is not synonymous with SSN; forms may accept several namespaces and masked values.	irs_tin		high
travel.passport_application_locator	identity_immigration_health	Passport application locator number	U.S. Department of State	passport application	formal	candidate	current	Nine digits	123456789		\b\d{9}\b	Preserve leading zeros.	Passport application/status context.	Require application-status context and authorized lookup.	State Department application namespace	sensitive	Not a passport number; generic numeric collision and high privacy risk.	travel_passport		high
travel.passport_number_current	identity_immigration_health	U.S. passport number (current-generation common form)	U.S. Department of State	passport credential	formal	candidate	current	One uppercase letter + eight digits	A12345678		\b[A-Z]\d{8}\b	Uppercase.	Explicit U.S. passport field/document.	Require passport context and document inspection/issuer verification.	issuing country + passport number	highly_sensitive	Older U.S. passports used numeric and other formats; foreign passports use different grammars. Do not infer nationality from shape.	travel_passport		high
travel.passport_number_legacy	identity_immigration_health	U.S. passport number (legacy/open family)	U.S. Department of State	passport credential	historical	broad	legacy	Historical numeric/alphanumeric forms	123456789 | C12345678		\b[A-Z0-9]{9}\b	Uppercase.	Passport field/document only.	Require issue date/passport context; registry-free public validation is unavailable.	issuing country + issue era + passport number	highly_sensitive	A broad nine-character regex has severe collisions. Treat current letter+8 and older numeric records as dated profiles, not one timeless grammar.	travel_passport		high
congress.amendment.api_key	legislative_congressional	Congress.gov amendment compound key	Library of Congress	API resource	compound	candidate	current	{congress}/{HAMDT|SAMDT|SUAMDT}/{number}	118/hamdt/123 | 117/samdt/456		(?i)^(?P<congress>\d{1,3})/(?P<type>hamdt|samdt|suamdt)/(?P<number>\d+)$	Lowercase in URL; store controlled uppercase type.		SUAMDT is historical; validate route against API.	Congress.gov API namespace	public	Not a human citation.	congress_api_repo	loc_congress_api	high
congress.amendment.human	legislative_congressional	Congressional amendment citation	U.S. Congress	amendment	formal	candidate	current	H.Amdt./S.Amdt./historical S.Up.Amdt. + number	H.Amdt. 123 | S.Amdt. 456 | S. Up. Amdt. 12		(?i)\b(?:(?:H|S)\.?\s*Amdt\.?|S\.?\s*Up\.?\s*Amdt\.?)\s*(?:No\.?\s*)?(?P<number>\d+)\b	Normalize type to HAMDT, SAMDT, or historical SUAMDT.		Pair with Congress and validate type/number in Congress.gov.	congress + amendment_type + number	public	Amendment numbers restart by Congress; SUAMDT appears only in limited historical coverage; chamber amendments printed inside bill text may have local numbers not Congress.gov IDs.	congress_help_amendments | congress_api	loc_congress_api | usgpo_bill_status	high
congress.bill.api_key	legislative_congressional	Congress.gov bill compound key	Library of Congress	API resource	compound	candidate	current	{congress}/{billType}/{billNumber}	118/hr/1 | 119/sjres/2		(?i)^(?P<congress>\d{1,3})/(?P<type>hr|s|hjres|sjres|hconres|sconres|hres|sres)/(?P<number>\d+)$	Lowercase API path type; map to uppercase controlled code for storage.		Validate each component and dereference Congress.gov API.	Congress.gov API namespace	public	Not a printed citation; do not merge with a bare bill number without Congress.	congress_api | congress_api_repo	loc_congress_api	high
congress.bill.hconres	legislative_congressional	House concurrent resolution	U.S. Congress	bill or resolution	formal	candidate	current	HCONRES + number; Congress is a mandatory namespace component	H. Con. Res. 12 | H. Con. Res. 12	HCONRES	(?i)\bH\.?\s*(?:Con\.?|Concurrent)\s*Res\.?\s*(?:No\.?\s*)?(?P<number>\d+)\b	Remove periods/space in type and uppercase to HCONRES; keep the printed form as raw.	Congress/date/document collection is required for identity.	Validate type against the eight Congress.gov bill types and resolve using Congress number.	congress + bill_type + number	public	Numbers restart each Congress; S. is highly ambiguous without legislative context; OCR often drops periods or inserts nonbreaking spaces.	congress_api | congress_help_bills | govinfo_bills	loc_congress_api | usgpo_bill_status	high
congress.bill.hjres	legislative_congressional	House joint resolution	U.S. Congress	bill or resolution	formal	candidate	current	HJRES + number; Congress is a mandatory namespace component	H.J. Res. 12 | H.J. Res. 12	HJRES	(?i)\bH\.?\s*J\.?\s*Res\.?\s*(?:No\.?\s*)?(?P<number>\d+)\b	Remove periods/space in type and uppercase to HJRES; keep the printed form as raw.	Congress/date/document collection is required for identity.	Validate type against the eight Congress.gov bill types and resolve using Congress number.	congress + bill_type + number	public	Numbers restart each Congress; S. is highly ambiguous without legislative context; OCR often drops periods or inserts nonbreaking spaces.	congress_api | congress_help_bills | govinfo_bills	loc_congress_api | usgpo_bill_status	high
congress.bill.hr	legislative_congressional	House bill	U.S. Congress	bill or resolution	formal	candidate	current	HR + number; Congress is a mandatory namespace component	H.R. 1234 | H.R. 1234	HR	(?i)\bH\.?\s*R\.?\s*(?:No\.?\s*)?(?P<number>\d+)\b	Remove periods/space in type and uppercase to HR; keep the printed form as raw.	Congress/date/document collection is required for identity.	Validate type against the eight Congress.gov bill types and resolve using Congress number.	congress + bill_type + number	public	Numbers restart each Congress; S. is highly ambiguous without legislative context; OCR often drops periods or inserts nonbreaking spaces.	congress_api | congress_help_bills | govinfo_bills	loc_congress_api | usgpo_bill_status	high
congress.bill.hres	legislative_congressional	House simple resolution	U.S. Congress	bill or resolution	formal	candidate	current	HRES + number; Congress is a mandatory namespace component	H. Res. 12 | H. Res. 12	HRES	(?i)\bH\.?\s*Res\.?\s*(?:No\.?\s*)?(?P<number>\d+)\b	Remove periods/space in type and uppercase to HRES; keep the printed form as raw.	Congress/date/document collection is required for identity.	Validate type against the eight Congress.gov bill types and resolve using Congress number.	congress + bill_type + number	public	Numbers restart each Congress; S. is highly ambiguous without legislative context; OCR often drops periods or inserts nonbreaking spaces.	congress_api | congress_help_bills | govinfo_bills	loc_congress_api | usgpo_bill_status	high
congress.bill.s	legislative_congressional	Senate bill	U.S. Congress	bill or resolution	formal	candidate	current	S + number; Congress is a mandatory namespace component	S. 123 | S. 123	S	(?i)(?<![A-Za-z])S\.?\s*(?:No\.?\s*)?(?P<number>\d+)\b	Remove periods/space in type and uppercase to S; keep the printed form as raw.	Congress/date/document collection is required for identity.	Validate type against the eight Congress.gov bill types and resolve using Congress number.	congress + bill_type + number	public	Numbers restart each Congress; S. is highly ambiguous without legislative context; OCR often drops periods or inserts nonbreaking spaces.	congress_api | congress_help_bills | govinfo_bills	loc_congress_api | usgpo_bill_status	high
congress.bill.sconres	legislative_congressional	Senate concurrent resolution	U.S. Congress	bill or resolution	formal	candidate	current	SCONRES + number; Congress is a mandatory namespace component	S. Con. Res. 12 | S. Con. Res. 12	SCONRES	(?i)\bS\.?\s*(?:Con\.?|Concurrent)\s*Res\.?\s*(?:No\.?\s*)?(?P<number>\d+)\b	Remove periods/space in type and uppercase to SCONRES; keep the printed form as raw.	Congress/date/document collection is required for identity.	Validate type against the eight Congress.gov bill types and resolve using Congress number.	congress + bill_type + number	public	Numbers restart each Congress; S. is highly ambiguous without legislative context; OCR often drops periods or inserts nonbreaking spaces.	congress_api | congress_help_bills | govinfo_bills	loc_congress_api | usgpo_bill_status	high
congress.bill.sjres	legislative_congressional	Senate joint resolution	U.S. Congress	bill or resolution	formal	candidate	current	SJRES + number; Congress is a mandatory namespace component	S.J. Res. 12 | S.J. Res. 12	SJRES	(?i)\bS\.?\s*J\.?\s*Res\.?\s*(?:No\.?\s*)?(?P<number>\d+)\b	Remove periods/space in type and uppercase to SJRES; keep the printed form as raw.	Congress/date/document collection is required for identity.	Validate type against the eight Congress.gov bill types and resolve using Congress number.	congress + bill_type + number	public	Numbers restart each Congress; S. is highly ambiguous without legislative context; OCR often drops periods or inserts nonbreaking spaces.	congress_api | congress_help_bills | govinfo_bills	loc_congress_api | usgpo_bill_status	high
congress.bill.sres	legislative_congressional	Senate simple resolution	U.S. Congress	bill or resolution	formal	candidate	current	SRES + number; Congress is a mandatory namespace component	S. Res. 12 | S. Res. 12	SRES	(?i)\bS\.?\s*Res\.?\s*(?:No\.?\s*)?(?P<number>\d+)\b	Remove periods/space in type and uppercase to SRES; keep the printed form as raw.	Congress/date/document collection is required for identity.	Validate type against the eight Congress.gov bill types and resolve using Congress number.	congress + bill_type + number	public	Numbers restart each Congress; S. is highly ambiguous without legislative context; OCR often drops periods or inserts nonbreaking spaces.	congress_api | congress_help_bills | govinfo_bills	loc_congress_api | usgpo_bill_status	high
congress.bill.text_version	legislative_congressional	Bill text version code	GPO / Congress.gov	bill text version	controlled	lookup	current	Lowercase controlled code attached to a bill text	ih | is | rh | rs | enr | eah | eas | pcs		(?i)^[a-z]{2,6}$	Lowercase only after collection/type context.	Only parse inside Congress/GovInfo bill text metadata.	Must be looked up in the current/historical bill-version code list; regex alone is meaningless.	congress + bill_type + bill_number + version_code	public	House and Senate use overlapping codes; codes are not globally unique and historical values exist.	govinfo_bills	usgpo_bill_status | usgpo_bulk_data	high
congress.committee_print.human	legislative_congressional	Committee print citation/print number	Congressional committee	committee print	delegated	heuristic	current	Printed label plus Congress-local print number	S. Prt. 118-12 | Committee Print 117-4		(?i)\b(?:(?P<chamber>H|S|J)\.?\s*Prt\.?|Committee\s+Print)\s*(?:No\.?\s*)?(?P<congress>\d{1,3})\s*[-–—]\s*(?P<number>\d+)\b	Normalize label and dash.		Prefer GovInfo package/Jacket ID; printed numbering is not uniform across all committees.	committee/chamber + congress + print/jacket	public	Some prints use a GPO jacket ID rather than a simple Congress-number pair.	govinfo_prints		high
congress.committee_system_code	legislative_congressional	Congress.gov committee system code	Library of Congress	committee/subcommittee	controlled	lookup	current	One chamber letter + committee mnemonic + two digits	hspw00 | ssju00 | jsec00 | hspw14		(?i)^(?P<chamber>[hsj])(?P<body>[a-z0-9]{2,6})(?P<subcommittee>\d{2})$	Lowercase.		Must be looked up in Congress.gov committee history; 00 normally denotes full committee and non-00 a subcommittee.	Congress.gov committee namespace	public	Codes persist across name history but are controlled, not derivable; commissions/caucuses/task forces complicate assumptions.	congress_api	loc_congress_api	high
congress.crs_product	legislative_congressional	Congressional Research Service product ID	Congressional Research Service	research product	controlled	lookup	current	Controlled alphabetic series prefix + usually five digits	R40097 | RL34234 | RS22945 | IF10001 | IN12345 | LSB10001 | TE10001		^(?:R|RL|RS|IF|IN|LSB|TE)\d{5}$	Uppercase; remove surrounding punctuation.		Lookup in Congress.gov CRS product endpoint; prefix list can grow.	CRS product namespace	public	Older product series and withdrawn products exist; do not assume R means the only report type.	crs_products | congress_api	loc_congress_api	high
congress.document.human	legislative_congressional	House/Senate document citation	U.S. Congress	congressional document	formal	candidate	current	{H.|S.} Doc. {Congress}-{number}	H. Doc. 118-1 | S. Doc. 117-3		(?i)\b(?P<chamber>H|S)\.?\s*Doc\.?\s*(?:No\.?\s*)?(?P<congress>\d{1,3})\s*[-–—]\s*(?P<number>\d+)\b	Normalize chamber, label, dash.		Resolve with chamber/Congress/number.	chamber + congress + number	public	Treaty Docs share a similar number pair but are a separate document type.	govinfo_docs | congress_api		high
congress.hearing.serial	legislative_congressional	Congressional hearing serial number	Congressional committee	hearing	delegated	heuristic	current	Committee/chamber-local serial or hearing number	Serial No. 118-10 | S. Hrg. 117-123		(?i)\b(?:(?:Serial|Hearing)\s+No\.?|[HS]\.?\s*Hrg\.?)\s*(?P<congress>\d{1,3})\s*[-–—]\s*(?P<number>\d+)\b	Normalize dash and label.		Resolve with committee/chamber/Congress; prefer GovInfo CHRG package.	committee + congress + serial	public	Not all hearings have serial numbers; printed serial and GPO jacket ID differ.	govinfo_hearings		high
congress.house_communication	legislative_congressional	House communication number	U.S. House of Representatives	communication	controlled	candidate	current	{EC|PM|PT|ML} number within Congress	EC 123 | PM 10 | PT 4 | ML 7		(?i)\b(?P<type>EC|PM|PT|ML)\s*(?:No\.?\s*)?(?P<number>\d+)\b	Uppercase type.	House communications context.	Require House context and Congress; validate type list.	House + congress + type + number	public	EC and PM also occur in Senate data; bare type+number is ambiguous.	congress_api	loc_congress_api	high
congress.house_roll_call	legislative_congressional	House roll-call vote key	U.S. House of Representatives	vote	compound	contextual	current	Congress + session + calendar year + roll-call number; human forms usually separate fields	Roll No. 80 (118th Congress, 2d Session) | 1182202480		(?i)\b(?:Roll\s*(?:Call\s*)?(?:No\.?|Number)\s*)?(?P<roll>\d{1,4})\b	Store separate congress/session/year/roll fields; do not rely on concatenated display ID.	Vote/House context and Congress/session required.	Validate against Clerk/Congress.gov vote data.	House + congress + session + roll_number	public	Congress.gov beta identifier concatenates variable-width roll number after a 3-digit Congress, 1-digit session and 4-digit year; parsing from right is necessary. Non-legislation votes may have different API coverage.	congress_help_votes | congress_api	loc_congress_api	high
congress.law.private	legislative_congressional	Private law number	U.S. Congress / GPO	enacted private law	formal	candidate	current	Priv. L. {Congress}-{law number}	Priv. L. 86-407 | Private Law 117–1		(?i)\b(?:Priv(?:ate)?\.?\s*(?:L(?:aw)?\.?))\s*(?:No\.?\s*)?(?P<congress>\d{1,3})\s*[-–—]\s*(?P<number>\d+)\b	Normalize dash and label to Priv. L.		Resolve against official law collection.	private + congress + law_number	public	Private-law numbering is separate from public laws; older GovInfo package names can contain irregular separators.	govinfo_laws	usgpo_bulk_data	high
